			Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance	
US 75 Frontage Rd Southbound	1:50:00	Car	11049	100	15785.11	1.43	3827.4	0.35	7887.27	0.71			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	11049	100	15811	1.43	3832.75	0.35	7901.06	0.72			Truck	20	N/A	25.9	1.29	5.35	0.27	13.79	0.69
US 75 HOV Northbound	1:50:00	Car	210	100	1443.4	6.87	37.01	0.18	1465.41	6.98			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	210	100	1443.4	6.87	37.01	0.18	1465.41	6.98			Truck	0	N/A	0	0	0	0	0	0
US 75 HOV Southbound	1:50:00	Car	86	100	560	6.51	21.39	0.25	563.29	6.55			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	86	100	560	6.51	21.39	0.25	563.29	6.55			Truck	0	N/A	0	0	0	0	0	0
US 75 Northbound	1:50:00	Car	9019	100	61892.48	6.86	16250.88	1.8	50809.18	5.63			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	9019	100	61920.29	6.87	16257.29	1.8	50832.89	5.64			Truck	5	N/A	27.8	5.56	6.41	1.28	23.72	4.74
US 75 Southbound	1:50:00	Car	6606	100	42747.1	6.47	4658.81	0.71	42805.07	6.48			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	6606	100	42764.9	6.47	4660.58	0.71	42823.04	6.48			Truck	4	N/A	17.8	4.45	1.76	0.44	17.97	4.49
Entire System	1:55:00	Car	66528	98.14	556882.25	8.37	150566.64	2.26	311623.28	4.68			Bus	0	0	0	0	0	0	0	0			Rail	1262	1.86	11877	9.41	840.28	0.67	11556.52	9.16			Park and Ride	0	0	0	0	0	0	0	0			Total	67790	100	569411.44	8.4	151588.55	2.24	323490.22	4.77			Truck	26	N/A	652.3	25.09	181.62	6.99	310.41	11.94
Greenville Ave Northbound	1:55:00	Car	5289	100	14040.3	2.65	3403.69	0.64	6653.15	1.26			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5289	100	14071.9	2.66	3414.66	0.65	6666.6	1.26			Truck	9	N/A	31.6	3.51	10.97	1.22	13.45	1.49
Greenville Ave Southbound	1:55:00	Car	3051	100	6777	2.22	1349.61	0.44	3417.16	1.12			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3051	100	6805.4	2.23	1358.82	0.45	3429.24	1.12			Truck	10	N/A	28.4	2.84	9.21	0.92	12.07	1.21
IH 635 Eastbound	1:55:00	Car	5062	100	40597.59	8.02	24020.47	4.75	18795.86	3.71			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5062	100	40597.59	8.02	24020.47	4.75	18795.86	3.71			Truck	0	N/A	0	0	0	0	0	0
IH 635 Westbound	1:55:00	Car	3041	100	9897.51	3.25	604.5	0.2	10606.04	3.49			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3041	100	9897.51	3.25	604.5	0.2	10606.04	3.49			Truck	0	N/A	0	0	0	0	0	0
SH 190 Eastbound	1:55:00	Car	1003	100	2862.61	2.85	166.85	0.17	3109.86	3.1			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1003	100	2862.61	2.85	166.85	0.17	3109.86	3.1			Truck	0	N/A	0	0	0	0	0	0
SH 190 Westbound	1:55:00	Car	1402	100	4347.6	3.1	283.14	0.2	4630.06	3.3			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1402	100	4347.6	3.1	283.14	0.2	4630.06	3.3			Truck	0	N/A	0	0	0	0	0	0
US 75 Frontage Rd Northbound	1:55:00	Car	13508	100	28580.22	2.12	14403.75	1.07	9514.73	0.7			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	13508	100	28619.62	2.12	14426.67	1.07	9525.78	0.71			Truck	10	N/A	39.4	3.94	22.92	2.29	11.05	1.1
US 75 Frontage Rd Southbound	1:55:00	Car	11129	100	15777.01	1.42	3791.26	0.34	7904.97	0.71			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	11129	100	15797.81	1.42	3796.24	0.34	7915.5	0.71			Truck	17	N/A	20.8	1.22	4.97	0.29	10.53	0.62
US 75 HOV Northbound	1:55:00	Car	208	100	1439.4	6.92	38.63	0.19	1474.48	7.09			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	208	100	1439.4	6.92	38.63	0.19	1474.48	7.09			Truck	0	N/A	0	0	0	0	0	0
US 75 HOV Southbound	1:55:00	Car	84	100	501.4	5.97	18.72	0.22	508.38	6.05			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	84	100	501.4	5.97	18.72	0.22	508.38	6.05			Truck	0	N/A	0	0	0	0	0	0
US 75 Northbound	1:55:00	Car	9033	100	63798.25	7.06	17710.43	1.96	51188.27	5.67			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	9033	100	63830.64	7.07	17718.08	1.96	51215.43	5.67			Truck	3	N/A	32.4	10.8	7.65	2.55	27.16	9.05
US 75 Southbound	1:55:00	Car	6574	100	42551.41	6.47	4759.48	0.72	42408.33	6.45			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	6574	100	42567.11	6.48	4761.42	0.72	42423.82	6.45			Truck	3	N/A	15.7	5.23	1.93	0.64	15.49	5.16
Entire System	2:00:00	Car	66347	98.13	559739.56	8.44	152743.8	2.3	311920.19	4.7			Bus	0	0	0	0	0	0	0	0			Rail	1265	1.87	11679.1	9.23	814.63	0.64	11380.96	9			Park and Ride	0	0	0	0	0	0	0	0			Total	67612	100	572019.12	8.46	153723.77	2.27	323588	4.79			Truck	24	N/A	600.4	25.02	165.34	6.89	287	11.96
Greenville Ave Northbound	2:00:00	Car	5303	100	14703	2.77	3594.19	0.68	6940.66	1.31			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5303	100	14726.8	2.78	3601.4	0.68	6951.8	1.31			Truck	7	N/A	23.8	3.4	7.21	1.03	11.14	1.59
Greenville Ave Southbound	2:00:00	Car	3027	100	6655.6	2.2	1321.74	0.44	3357.38	1.11			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3027	100	6678	2.21	1327.95	0.44	3367.7	1.11			Truck	8	N/A	22.4	2.8	6.21	0.78	10.32	1.29
IH 635 Eastbound	2:00:00	Car	5163	100	42878.08	8.3	26376.4	5.11	18716.51	3.63			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5163	100	42878.08	8.3	26376.4	5.11	18716.51	3.63			Truck	0	N/A	0	0	0	0	0	0
IH 635 Westbound	2:00:00	Car	3066	100	9988.71	3.26	614.75	0.2	10706.12	3.49			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3066	100	9988.71	3.26	614.75	0.2	10706.12	3.49			Truck	0	N/A	0	0	0	0	0	0
SH 190 Eastbound	2:00:00	Car	964	100	2859.61	2.97	166.18	0.17	3098.96	3.21			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	964	100	2859.61	2.97	166.18	0.17	3098.96	3.21			Truck	0	N/A	0	0	0	0	0	0
SH 190 Westbound	2:00:00	Car	1398	100	4193	3	274.64	0.2	4476.09	3.2			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1398	100	4193	3	274.64	0.2	4476.09	3.2			Truck	0	N/A	0	0	0	0	0	0
US 75 Frontage Rd Northbound	2:00:00	Car	13681	100	27345.41	2	13090.84	0.96	9543.87	0.7			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	13681	100	27382.61	2	13109.61	0.96	9555.99	0.7			Truck	9	N/A	37.2	4.13	18.76	2.08	12.11	1.35
US 75 Frontage Rd Southbound	2:00:00	Car	11149	100	16157.91	1.45	3939.9	0.35	8055.45	0.72			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	11149	100	16176.61	1.45	3945.63	0.35	8064.25	0.72			Truck	15	N/A	18.7	1.25	5.73	0.38	8.8	0.59
US 75 HOV Northbound	2:00:00	Car	186	100	1432.4	7.7	38.51	0.21	1455.99	7.83			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	186	100	1432.4	7.7	38.51	0.21	1455.99	7.83			Truck	0	N/A	0	0	0	0	0	0
US 75 HOV Southbound	2:00:00	Car	76	100	423.8	5.58	15.65	0.21	430.48	5.66			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	76	100	423.8	5.58	15.65	0.21	430.48	5.66			Truck	0	N/A	0	0	0	0	0	0
US 75 Northbound	2:00:00	Car	9048	100	65210.08	7.21	18891.82	2.09	51323.36	5.67			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	9048	100	65238.38	7.21	18896.96	2.09	51348.8	5.68			Truck	3	N/A	28.3	9.43	5.14	1.71	25.45	8.48
US 75 Southbound	2:00:00	Car	6591	100	42649.2	6.47	4977.97	0.76	42216.67	6.41			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	6591	100	42662.2	6.47	4979.19	0.76	42229.93	6.41			Truck	3	N/A	13	4.33	1.22	0.41	13.25	4.42
Entire System	2:05:00	Car	70052	98.14	570090	8.14	159645.64	2.28	314242	4.49			Bus	0	0	0	0	0	0	0	0			Rail	1326	1.86	11788.6	8.89	831.45	0.63	11483.81	8.66			Park and Ride	0	0	0	0	0	0	0	0			Total	71378	100	582497.69	8.16	160639.03	2.25	326025.31	4.57			Truck	24	N/A	617.8	25.74	161.94	6.75	299.68	12.49
Greenville Ave Northbound	2:05:00	Car	5334	100	14926.8	2.8	3765.72	0.71	6980.52	1.31			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5334	100	14948.3	2.8	3772.97	0.71	6989.98	1.31			Truck	7	N/A	21.5	3.07	7.24	1.03	9.47	1.35
Greenville Ave Southbound	2:05:00	Car	2953	100	6505.7	2.2	1288.43	0.44	3279.19	1.11			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	2953	100	6525.8	2.21	1294.15	0.44	3288.51	1.11			Truck	8	N/A	20.1	2.51	5.72	0.72	9.31	1.16
IH 635 Eastbound	2:05:00	Car	5250	100	44962.75	8.56	28730.24	5.47	18382.2	3.5			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5250	100	44962.75	8.56	28730.24	5.47	18382.2	3.5			Truck	0	N/A	0	0	0	0	0	0
IH 635 Westbound	2:05:00	Car	3116	100	10190.02	3.27	631.46	0.2	10910.97	3.5			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3116	100	10190.02	3.27	631.46	0.2	10910.97	3.5			Truck	0	N/A	0	0	0	0	0	0
SH 190 Eastbound	2:05:00	Car	1008	100	3026.51	3	173.58	0.17	3283.39	3.26			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1008	100	3026.51	3	173.58	0.17	3283.39	3.26			Truck	0	N/A	0	0	0	0	0	0
SH 190 Westbound	2:05:00	Car	1422	100	4037.1	2.84	268.36	0.19	4301.92	3.03			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1422	100	4037.1	2.84	268.36	0.19	4301.92	3.03			Truck	0	N/A	0	0	0	0	0	0
US 75 Frontage Rd Northbound	2:05:00	Car	14405	100	27037.6	1.88	12309.69	0.85	9874.01	0.69			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	14405	100	27082.9	1.88	12327.86	0.86	9891.62	0.69			Truck	10	N/A	45.3	4.53	18.17	1.82	17.61	1.76
US 75 Frontage Rd Southbound	2:05:00	Car	11464	100	16617.19	1.45	4175.1	0.36	8215.6	0.72			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	11464	100	16635.59	1.45	4180.94	0.36	8223.96	0.72			Truck	14	N/A	18.4	1.31	5.84	0.42	8.36	0.6
US 75 HOV Northbound	2:05:00	Car	192	100	1482	7.72	38.58	0.2	1502.99	7.83			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	192	100	1482	7.72	38.58	0.2	1502.99	7.83			Truck	0	N/A	0	0	0	0	0	0
US 75 HOV Southbound	2:05:00	Car	66	100	400.8	6.07	14.72	0.22	404.75	6.13			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	66	100	400.8	6.07	14.72	0.22	404.75	6.13			Truck	0	N/A	0	0	0	0	0	0
US 75 Northbound	2:05:00	Car	9278	100	67115.84	7.23	20600.11	2.22	51414.6	5.54			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	9278	100	67128.73	7.24	20604.45	2.22	51436.04	5.54			Truck	4	N/A	23.9	5.97	4.34	1.09	21.44	5.36
US 75 Southbound	2:05:00	Car	6856	100	43664.5	6.37	5443.42	0.79	42796.82	6.24			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	6856	100	43683.91	6.37	5445.24	0.79	42815.86	6.25			Truck	2	N/A	18.8	9.4	1.81	0.91	19.03	9.52
Entire System	2:10:00	Car	73438	98.13	595898.5	8.11	172637.06	2.35	322687.78	4.39			Bus	0	0	0	0	0	0	0	0			Rail	1402	1.87	12066.4	8.61	828.45	0.59	11786.34	8.41			Park and Ride	0	0	0	0	0	0	0	0			Total	74840	100	608651.5	8.13	173650.7	2.32	334793.16	4.47			Truck	20	N/A	664.7	33.24	185.2	9.26	319.05	15.95
Greenville Ave Northbound	2:10:00	Car	5498	100	15303.9	2.78	4044.22	0.74	7058.17	1.28			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5498	100	15330.9	2.79	4052.67	0.74	7069.72	1.29			Truck	6	N/A	27	4.5	8.45	1.41	11.55	1.93
Greenville Ave Southbound	2:10:00	Car	3013	100	6480.2	2.15	1302.68	0.43	3271.97	1.09			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3013	100	6496.9	2.16	1306.89	0.43	3280.06	1.09			Truck	7	N/A	16.7	2.39	4.21	0.6	8.09	1.16
IH 635 Eastbound	2:10:00	Car	5249	100	46628.53	8.88	30192.58	5.75	18601.32	3.54			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5249	100	46628.52	8.88	30192.58	5.75	18601.32	3.54			Truck	0	N/A	0	0	0	0	0	0
IH 635 Westbound	2:10:00	Car	3154	100	10459.81	3.32	646.64	0.21	11197.54	3.55			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3154	100	10459.81	3.32	646.64	0.21	11197.54	3.55			Truck	0	N/A	0	0	0	0	0	0
SH 190 Eastbound	2:10:00	Car	1060	100	3236.31	3.05	184.61	0.17	3514.04	3.32			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1060	100	3236.31	3.05	184.61	0.17	3514.04	3.32			Truck	0	N/A	0	0	0	0	0	0
SH 190 Westbound	2:10:00	Car	1427	100	3930.2	2.75	262.34	0.18	4187.33	2.93			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1427	100	3930.2	2.75	262.34	0.18	4187.33	2.93			Truck	0	N/A	0	0	0	0	0	0
US 75 Frontage Rd Northbound	2:10:00	Car	15089	100	27908.4	1.85	12224.97	0.81	10517.87	0.7			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	15089	100	27965.2	1.85	12252.54	0.81	10537.12	0.7			Truck	11	N/A	56.8	5.16	27.57	2.51	19.25	1.75
US 75 Frontage Rd Southbound	2:10:00	Car	11957	100	17080.71	1.43	4201.35	0.35	8470.72	0.71			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	11957	100	17102.71	1.43	4209.28	0.35	8479.99	0.71			Truck	12	N/A	22	1.83	7.92	0.66	9.28	0.77
US 75 HOV Northbound	2:10:00	Car	208	100	1496.4	7.19	38.91	0.19	1525.23	7.33			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	208	100	1496.4	7.19	38.91	0.19	1525.23	7.33			Truck	0	N/A	0	0	0	0	0	0
US 75 HOV Southbound	2:10:00	Car	60	100	357.8	5.96	13.1	0.22	363.96	6.07			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	60	100	357.8	5.96	13.1	0.22	363.96	6.07			Truck	0	N/A	0	0	0	0	0	0
US 75 Northbound	2:10:00	Car	9677	100	70694.67	7.3	24150.35	2.5	51342.32	5.31			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	9677	100	70672.12	7.3	24156.53	2.5	51363.36	5.31			Truck	5	N/A	25.4	5.08	6.18	1.24	21.04	4.21
US 75 Southbound	2:10:00	Car	7369	100	45859.64	6.23	6169.92	0.84	44503.63	6.04			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	7369	100	45940.51	6.23	6173.4	0.84	44534.53	6.04			Truck	3	N/A	31.1	10.37	3.48	1.16	30.9	10.3
Entire System	2:15:00	Car	76766	98.17	631838.1	8.23	193102.78	2.52	333117.38	4.34			Bus	0	0	0	0	0	0	0	0			Rail	1428	1.83	12446.9	8.72	868.55	0.61	12143.48	8.5			Park and Ride	0	0	0	0	0	0	0	0			Total	78194	100	644822.62	8.25	194173	2.48	345579.47	4.42			Truck	26	N/A	670.8	25.8	201.69	7.76	318.65	12.26
Greenville Ave Northbound	2:15:00	Car	5599	100	15553.79	2.78	4371.05	0.78	7023.74	1.25			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5599	100	15592.4	2.78	4384.66	0.78	7039.69	1.26			Truck	7	N/A	38.6	5.51	13.6	1.94	15.94	2.28
Greenville Ave Southbound	2:15:00	Car	3105	100	6617.3	2.13	1362.84	0.44	3332.64	1.07			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3105	100	6632.9	2.14	1366.65	0.44	3340.2	1.08			Truck	7	N/A	15.6	2.23	3.82	0.55	7.56	1.08
IH 635 Eastbound	2:15:00	Car	5199	100	48103.23	9.25	31457.87	6.05	18846.57	3.63			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5199	100	48103.23	9.25	31457.87	6.05	18846.57	3.63			Truck	0	N/A	0	0	0	0	0	0
IH 635 Westbound	2:15:00	Car	3200	100	10624.61	3.32	657.94	0.21	11385.03	3.56			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3200	100	10624.61	3.32	657.94	0.21	11385.03	3.56			Truck	0	N/A	0	0	0	0	0	0
SH 190 Eastbound	2:15:00	Car	1099	100	3482.21	3.17	199.36	0.18	3776.54	3.44			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1099	100	3482.21	3.17	199.36	0.18	3776.54	3.44			Truck	0	N/A	0	0	0	0	0	0
SH 190 Westbound	2:15:00	Car	1482	100	4073.4	2.75	268.92	0.18	4334.9	2.93			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1482	100	4073.4	2.75	268.92	0.18	4334.9	2.93			Truck	0	N/A	0	0	0	0	0	0
US 75 Frontage Rd Northbound	2:15:00	Car	15876	100	29819.1	1.88	13296.65	0.84	11094.72	0.7			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	15876	100	29880.2	1.88	13329.24	0.84	11113.46	0.7			Truck	9	N/A	61.1	6.79	32.59	3.62	18.74	2.08
US 75 Frontage Rd Southbound	2:15:00	Car	12594	100	17914.9	1.42	4338.26	0.34	8905.65	0.71			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	12594	100	17945.5	1.42	4348.7	0.35	8919.3	0.71			Truck	12	N/A	30.6	2.55	10.44	0.87	13.65	1.14
US 75 HOV Northbound	2:15:00	Car	212	100	1528	7.21	40.27	0.19	1553.62	7.33			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	212	100	1528	7.21	40.27	0.19	1553.62	7.33			Truck	0	N/A	0	0	0	0	0	0
US 75 HOV Southbound	2:15:00	Car	54	100	331.2	6.13	12.39	0.23	335.14	6.21			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	54	100	331.2	6.13	12.39	0.23	335.14	6.21			Truck	0	N/A	0	0	0	0	0	0
US 75 Northbound	2:15:00	Car	10030	100	76299.48	7.6	29624.62	2.95	51446.82	5.13			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	10030	100	76304.71	7.61	29632.98	2.95	51469.62	5.13			Truck	4	N/A	29.2	7.3	8.36	2.09	22.8	5.7
US 75 Southbound	2:15:00	Car	7789	100	48965.72	6.31	7159.27	0.92	46952.88	6.03			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	7789	100	49152.33	6.31	7164.15	0.92	46992.72	6.03			Truck	4	N/A	40.7	10.18	4.88	1.22	39.85	9.96
Entire System	2:20:00	Car	79669	98.15	676786	8.49	222698.31	2.8	343063.34	4.31			Bus	0	0	0	0	0	0	0	0			Rail	1505	1.85	13085.4	8.69	853.73	0.57	12833.04	8.53			Park and Ride	0	0	0	0	0	0	0	0			Total	81174	100	690040.06	8.5	223750.48	2.76	356201	4.39			Truck	18	N/A	649.4	36.08	198.43	11.02	304.64	16.92
Greenville Ave Northbound	2:20:00	Car	5679	100	16187.6	2.85	4736.24	0.83	7165.3	1.26			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5679	100	16223.7	2.86	4748.79	0.84	7180.27	1.26			Truck	7	N/A	36.1	5.16	12.55	1.79	14.97	2.14
Greenville Ave Southbound	2:20:00	Car	3244	100	6889.5	2.12	1441.62	0.44	3459.24	1.07			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3244	100	6907	2.13	1446.55	0.45	3467.09	1.07			Truck	7	N/A	17.5	2.5	4.94	0.71	7.85	1.12
IH 635 Eastbound	2:20:00	Car	5127	100	49572.96	9.67	33670.97	6.57	18045.94	3.52			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5127	100	49572.96	9.67	33670.97	6.57	18045.94	3.52			Truck	0	N/A	0	0	0	0	0	0
IH 635 Westbound	2:20:00	Car	3327	100	10932.81	3.29	673.6	0.2	11734.03	3.53			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3327	100	10932.81	3.29	673.6	0.2	11734.03	3.53			Truck	0	N/A	0	0	0	0	0	0
SH 190 Eastbound	2:20:00	Car	1170	100	3665.11	3.13	215.6	0.18	3970.3	3.39			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1170	100	3665.11	3.13	215.6	0.18	3970.3	3.39			Truck	0	N/A	0	0	0	0	0	0
SH 190 Westbound	2:20:00	Car	1555	100	4110.2	2.64	272.15	0.18	4383.21	2.82			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1555	100	4110.2	2.64	272.15	0.18	4383.21	2.82			Truck	0	N/A	0	0	0	0	0	0
